"intStCode","strStName","intClassCode","strClassName","strFormCode","strFormName","strMacroCode","strMacroName","intEcoSysCode","strEcoSysName","intAcres","intSqMiles","numPercent"
"12","Florida",1,"Forest & Woodland","1.A.1","Tropical Dry Forest & Woodland","M134","Caribbean Coastal Lowland Dry Forest",4132,"South Florida Hardwood Hammock","1851.88186032564","2.89356540677963",".004400"
"12","Florida",1,"Forest & Woodland","1.A.1","Tropical Dry Forest & Woodland","M134","Caribbean Coastal Lowland Dry Forest",4135,"Southeast Florida Coastal Strand and Maritime Hammock","5386.18071036708","8.41590736000911",".012900"
"12","Florida",1,"Forest & Woodland","1.A.1","Tropical Dry Forest & Woodland","M134","Caribbean Coastal Lowland Dry Forest",4134,"Southwest Florida Coastal Strand and Maritime Hammock","401.86748187924",".62791794044083",".000900"
"12","Florida",1,"Forest & Woodland","1.A.4","Tropical Flooded & Swamp Forest","M617","Caribbean Swamp",9238,"South Florida Bayhead Swamp","84991.74769223112","132.79960577006654",".204700"
"12","Florida",1,"Forest & Woodland","1.A.4","Tropical Flooded & Swamp Forest","M617","Caribbean Swamp",9702,"South Florida Cypress Dome","217214.37783970392","339.39746537697914",".523300"
"12","Florida",1,"Forest & Woodland","1.A.4","Tropical Flooded & Swamp Forest","M617","Caribbean Swamp",9305,"South Florida Dwarf Cypress Savanna","161659.25639899464","252.59258812524638",".389500"
"12","Florida",1,"Forest & Woodland","1.A.5","Mangrove","M005","Western Atlantic & Caribbean Mangrove",9236,"South Florida Mangrove Swamp","639538.18219720416","999.27840969032072","1.540900"
"48","Texas",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4553,"Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Offsite Hardwood",".44478968664",".00069498388538",".000000"
"12","Florida",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4553,"Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Offsite Hardwood","324.02928671724",".50629576049933",".000700"
"22","Louisiana",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4553,"Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Offsite Hardwood","1211.82950125068","1.89348359571781",".003600"
"13","Georgia",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4553,"Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Offsite Hardwood","435518.71280651916","680.49798876508197","1.146900"
"01","Alabama",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4553,"Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Offsite Hardwood","5295.88840397916","8.27482563127697",".015700"
"37","North Carolina",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4553,"Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Offsite Hardwood","57935.63584360656","90.52443100628652",".168600"
"45","South Carolina",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4553,"Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Offsite Hardwood","135722.90258648628","212.06703529291051",".665300"
"37","North Carolina",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4505,"Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Open Understory","103090.24004161272","161.07850006617874",".300000"
"13","Georgia",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4505,"Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Open Understory","88239.60198407640","137.87437810111130",".232300"
"45","South Carolina",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4505,"Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Open Understory","192616.17379945200","300.96277156380900",".944200"
"22","Louisiana",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4505,"Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Open Understory","61.38097675632",".09590777618244",".000100"
"01","Alabama",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4505,"Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Open Understory","82.28609202840",".12857201879530",".000200"
"12","Florida",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4505,"Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Open Understory","19.57074621216",".03057929095672",".000000"
"45","South Carolina",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4506,"Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Scrub/Shrub Understory","171581.84712340308","268.09663613224611",".841100"
"37","North Carolina",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4506,"Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Scrub/Shrub Understory","59200.84010725404","92.50131266824993",".172200"
"01","Alabama",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4506,"Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Scrub/Shrub Understory","653.39604967416","1.02093132762322",".001900"
"13","Georgia",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4506,"Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Scrub/Shrub Understory","51295.59300660132","80.14936407339119",".135000"
"22","Louisiana",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4506,"Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Scrub/Shrub Understory","293.33879833908",".45834187240811",".000800"
"12","Florida",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4506,"Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Scrub/Shrub Understory","300.67782816864",".46980910651688",".000700"
"45","South Carolina",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",9907,"Atlantic Coastal Plain Southern Wet Pine Savanna and Flatwoods","345809.30330294088","540.32703641473246","1.695200"
"13","Georgia",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",9907,"Atlantic Coastal Plain Southern Wet Pine Savanna and Flatwoods","49505.09212303200","77.35170644279400",".130300"
"12","Florida",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",9907,"Atlantic Coastal Plain Southern Wet Pine Savanna and Flatwoods","6647.38186683480","10.38653416700410",".016000"
"45","South Carolina",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4536,"Atlantic Coastal Plain Upland Longleaf Pine Woodland","891948.54554588796","1393.66960242547657","4.372600"
"12","Florida",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4536,"Atlantic Coastal Plain Upland Longleaf Pine Woodland","213519.73230762876","333.62458173307017",".514400"
"37","North Carolina",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4536,"Atlantic Coastal Plain Upland Longleaf Pine Woodland","1063855.97871991152","1662.27496676182084","3.096100"
"13","Georgia",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4536,"Atlantic Coastal Plain Upland Longleaf Pine Woodland","742642.65550878936","1160.37914924083162","1.955800"
"13","Georgia",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",5602,"Atlantic Coastal Plain Xeric River Dune","39431.27290516596","61.61136391476507",".103800"
"37","North Carolina",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",9906,"Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Flatwoods","451739.52549375000","705.84300858906250","1.314700"
"45","South Carolina",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",9906,"Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Flatwoods","238200.44483475240","372.18819505697830","1.167700"
"12","Florida",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",9909,"Central Florida Pine Flatwoods","46768.30118113608","73.07547059605086",".112600"
"12","Florida",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4508,"East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland - Open Understory Modifier","627441.45948449940","980.37728045158355","1.511800"
"01","Alabama",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4508,"East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland - Open Understory Modifier","216119.30563119624","337.68641505117358",".644400"
"13","Georgia",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4508,"East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland - Open Understory Modifier","617215.07740411584","964.39855845086928","1.625500"
"28","Mississippi",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4508,"East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland - Open Understory Modifier","51249.33487919076","80.07708574931167",".165300"
"01","Alabama",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4509,"East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland - Scrub/Shrub Modifier","290957.17196196612","454.62058119384279",".867600"
"13","Georgia",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4509,"East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland - Scrub/Shrub Modifier","45476.85432597684","71.05758488485003",".119700"
"12","Florida",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4509,"East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland - Scrub/Shrub Modifier","176573.05459203384","275.89539780203778",".425400"
"22","Louisiana",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4509,"East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland - Scrub/Shrub Modifier","78570.31898620944","122.76612341683548",".235800"
"28","Mississippi",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4509,"East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland - Scrub/Shrub Modifier","259561.24714079508","405.56444866041011",".837400"
"22","Louisiana",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",9910,"East Gulf Coastal Plain Near-Coast Pine Flatwoods","14911.35184976268","23.29898726542181",".044700"
"32","Nevada",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",9903,"East Gulf Coastal Plain Near-Coast Pine Flatwoods - Open Understory Modifier","7.56142467288",".01181472605146",".000000"
"45","South Carolina",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",9903,"East Gulf Coastal Plain Near-Coast Pine Flatwoods - Open Understory Modifier","7.33902982956",".01146723410877",".000000"
"48","Texas",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",9903,"East Gulf Coastal Plain Near-Coast Pine Flatwoods - Open Understory Modifier","4405.86424101252","6.88416287663159",".002500"
"16","Idaho",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",9903,"East Gulf Coastal Plain Near-Coast Pine Flatwoods - Open Understory Modifier",".22239484332",".00034749194269",".000000"
"28","Mississippi",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",9903,"East Gulf Coastal Plain Near-Coast Pine Flatwoods - Open Understory Modifier","125747.38188936768","196.48028420355056",".405700"
"06","California",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",9903,"East Gulf Coastal Plain Near-Coast Pine Flatwoods - Open Understory Modifier","20.90511527208",".03266424261286",".000000"
"05","Arkansas",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",9903,"East Gulf Coastal Plain Near-Coast Pine Flatwoods - Open Understory Modifier","490.38062952060",".76621973363145",".001400"
"13","Georgia",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",9903,"East Gulf Coastal Plain Near-Coast Pine Flatwoods - Open Understory Modifier","1173.35519335632","1.83336748963244",".003000"
"01","Alabama",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",9903,"East Gulf Coastal Plain Near-Coast Pine Flatwoods - Open Understory Modifier","63516.41204187864","99.24439381614938",".189300"
"53","Washington",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",9903,"East Gulf Coastal Plain Near-Coast Pine Flatwoods - Open Understory Modifier",".44478968664",".00069498388538",".000000"
"22","Louisiana",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",9903,"East Gulf Coastal Plain Near-Coast Pine Flatwoods - Open Understory Modifier","240248.47894688628","375.38824835721051",".721100"
"12","Florida",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",9903,"East Gulf Coastal Plain Near-Coast Pine Flatwoods - Open Understory Modifier","1161502.66018158060","1814.84790654677645","2.798600"
"13","Georgia",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",9904,"East Gulf Coastal Plain Near-Coast Pine Flatwoods - Scrub/Shrub Understory Modifier","17.56919262228",".02745186347251",".000000"
"01","Alabama",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",9904,"East Gulf Coastal Plain Near-Coast Pine Flatwoods - Scrub/Shrub Understory Modifier","11064.14345517000","17.28772414882750",".032900"
"28","Mississippi",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",9904,"East Gulf Coastal Plain Near-Coast Pine Flatwoods - Scrub/Shrub Understory Modifier","21426.18638997876","33.47841623458267",".069100"
"22","Louisiana",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",9904,"East Gulf Coastal Plain Near-Coast Pine Flatwoods - Scrub/Shrub Understory Modifier","80785.59402051996","126.22749065797057",".242400"
"12","Florida",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",9904,"East Gulf Coastal Plain Near-Coast Pine Flatwoods - Scrub/Shrub Understory Modifier","158087.81761011876","247.01221501758767",".380900"
"12","Florida",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4503,"Florida Longleaf Pine Sandhill - Scrub/Shrub Understory Modifier","172136.72225748648","268.96362852925766",".414700"
"45","South Carolina",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4502,"Florida Longleaf Pine Sandhill- Open Understory Modifier","1.55676390324",".00243244359883",".000000"
"12","Florida",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4502,"Florida Longleaf Pine Sandhill- Open Understory Modifier","695013.01909947492","1085.95784235074239","1.674600"
"13","Georgia",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4502,"Florida Longleaf Pine Sandhill- Open Understory Modifier","16.67961324900",".02606189570175",".000000"
"12","Florida",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",5214,"Florida Peninsula Inland Scrub","243928.89120898896","381.13889251678732",".587700"
"13","Georgia",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",5214,"Florida Peninsula Inland Scrub","20.01553589880",".03127427484210",".000000"
"12","Florida",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",9905,"South Florida Pine Flatwoods","1396042.26350044248","2181.31603673513466","3.363700"
"12","Florida",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4145,"South Florida Pine Rockland","48280.80851055540","75.43876329828555",".116300"
"37","North Carolina",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4321,"West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland","24.46343276520",".03822411369590",".000000"
"45","South Carolina",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4321,"West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland","1.33436905992",".00208495165614",".000000"
"48","Texas",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4321,"West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland","138248.64082207152","216.01350128604084",".080400"
"13","Georgia",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4321,"West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland","30.91288322148",".04830138003391",".000000"
"05","Arkansas",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4321,"West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland","141090.40213001448","220.45375332973366",".414500"
"22","Louisiana",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4321,"West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland","385036.86253162572","601.62009770999349","1.155700"
"40","Oklahoma",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4321,"West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland","7.11663498624",".01111974216608",".000000"
"12","Florida",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4321,"West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland","10.67495247936",".01667961324912",".000000"
"01","Alabama",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",4321,"West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland","9.34058341944",".01459466159298",".000000"
"22","Louisiana",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",9908,"West Gulf Coastal Plain Wet Longleaf Pine Savanna and Flatwoods","901839.55620254496","1409.12430657661432","2.706900"
"40","Oklahoma",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",9908,"West Gulf Coastal Plain Wet Longleaf Pine Savanna and Flatwoods","1.77915874656",".00277993554152",".000000"
"05","Arkansas",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",9908,"West Gulf Coastal Plain Wet Longleaf Pine Savanna and Flatwoods","2734.34459861940","4.27241343537355",".008000"
"48","Texas",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M007","Longleaf Pine Woodland",9908,"West Gulf Coastal Plain Wet Longleaf Pine Savanna and Flatwoods","898200.73177614312","1403.43864341032054",".522800"
"29","Missouri",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M008","Southern Mesic Mixed Broadleaf Forest",4203,"Crowley's Ridge Mesic Loess Slope Forest","24017.97589403004","37.52808733469193",".053800"
"05","Arkansas",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M008","Southern Mesic Mixed Broadleaf Forest",4203,"Crowley's Ridge Mesic Loess Slope Forest","126123.22917457848","197.06754558669666",".370500"
"28","Mississippi",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M008","Southern Mesic Mixed Broadleaf Forest",4102,"East Gulf Coastal Plain Limestone Forest","16171.88582170044","25.26857159658873",".052100"
"47","Tennessee",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M008","Southern Mesic Mixed Broadleaf Forest",4102,"East Gulf Coastal Plain Limestone Forest","866.22791473140","1.35348111677755",".003200"
"01","Alabama",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M008","Southern Mesic Mixed Broadleaf Forest",4102,"East Gulf Coastal Plain Limestone Forest","30866.40269922612","48.22875421788779",".092000"
"12","Florida",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M008","Southern Mesic Mixed Broadleaf Forest",4102,"East Gulf Coastal Plain Limestone Forest","50018.15702657124","78.15337035457983",".120500"
"13","Georgia",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M008","Southern Mesic Mixed Broadleaf Forest",4102,"East Gulf Coastal Plain Limestone Forest","10497.92618407728","16.40300966273876",".027600"
"47","Tennessee",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M008","Southern Mesic Mixed Broadleaf Forest",4128,"East Gulf Coastal Plain Northern Loess Bluff Forest","65941.85020312656","103.03414094312652",".244400"
"28","Mississippi",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M008","Southern Mesic Mixed Broadleaf Forest",4128,"East Gulf Coastal Plain Northern Loess Bluff Forest","444177.21124149672","694.02689256983174","1.433000"
"21","Kentucky",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M008","Southern Mesic Mixed Broadleaf Forest",4128,"East Gulf Coastal Plain Northern Loess Bluff Forest","593.34944197776",".92710850309692",".002200"
"22","Louisiana",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M008","Southern Mesic Mixed Broadleaf Forest",4128,"East Gulf Coastal Plain Northern Loess Bluff Forest","36.91754399112",".05768366248654",".000100"
"01","Alabama",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M008","Southern Mesic Mixed Broadleaf Forest",4205,"East Gulf Coastal Plain Northern Mesic Hardwood Forest","320215.88233883196","500.33731615802457",".954800"
"21","Kentucky",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M008","Southern Mesic Mixed Broadleaf Forest",4205,"East Gulf Coastal Plain Northern Mesic Hardwood Forest","7110.85272031368","11.11070737557006",".027400"
"05","Arkansas",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M008","Southern Mesic Mixed Broadleaf Forest",4205,"East Gulf Coastal Plain Northern Mesic Hardwood Forest","7.11663498624",".01111974216608",".000000"
"29","Missouri",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M008","Southern Mesic Mixed Broadleaf Forest",4205,"East Gulf Coastal Plain Northern Mesic Hardwood Forest","3842.98289256960","6.00466076968320",".008600"
"47","Tennessee",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M008","Southern Mesic Mixed Broadleaf Forest",4205,"East Gulf Coastal Plain Northern Mesic Hardwood Forest","507399.61730050632","792.81190203774494","1.881100"
"17","Illinois",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M008","Southern Mesic Mixed Broadleaf Forest",4205,"East Gulf Coastal Plain Northern Mesic Hardwood Forest","98.96570527740",".15463391449705",".000200"
"22","Louisiana",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M008","Southern Mesic Mixed Broadleaf Forest",4205,"East Gulf Coastal Plain Northern Mesic Hardwood Forest","18.45877199556",".02884183124327",".000000"
"28","Mississippi",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M008","Southern Mesic Mixed Broadleaf Forest",4205,"East Gulf Coastal Plain Northern Mesic Hardwood Forest","329926.30838271312","515.50985685169804","1.064400"
"28","Mississippi",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M008","Southern Mesic Mixed Broadleaf Forest",4129,"East Gulf Coastal Plain Southern Loess Bluff Forest","377308.41933141240","589.54440520957330","1.217300"
"22","Louisiana",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M008","Southern Mesic Mixed Broadleaf Forest",4129,"East Gulf Coastal Plain Southern Loess Bluff Forest","79400.74133116632","124.06365833083994",".238300"
"22","Louisiana",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M008","Southern Mesic Mixed Broadleaf Forest",4209,"East Gulf Coastal Plain Southern Mesic Slope Forest","3784.27065393312","5.91292289681304",".011300"
"45","South Carolina",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M008","Southern Mesic Mixed Broadleaf Forest",4209,"East Gulf Coastal Plain Southern Mesic Slope Forest","9.11818857612",".01424716965029",".000000"
"01","Alabama",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M008","Southern Mesic Mixed Broadleaf Forest",4209,"East Gulf Coastal Plain Southern Mesic Slope Forest","357882.45216225372","559.19133150754449","1.067100"
"28","Mississippi",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M008","Southern Mesic Mixed Broadleaf Forest",4209,"East Gulf Coastal Plain Southern Mesic Slope Forest","193610.72353877904","302.51675553151868",".624600"
"13","Georgia",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M008","Southern Mesic Mixed Broadleaf Forest",4209,"East Gulf Coastal Plain Southern Mesic Slope Forest","8.67339888948",".01355218576491",".000000"
"12","Florida",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M008","Southern Mesic Mixed Broadleaf Forest",4209,"East Gulf Coastal Plain Southern Mesic Slope Forest","9652.38098977464","15.08184529663138",".023200"
"37","North Carolina",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M008","Southern Mesic Mixed Broadleaf Forest",4403,"Southern Atlantic Coastal Plain Mesic Hardwood Forest","93154.52802144840","145.55395003456030",".271100"
"45","South Carolina",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M008","Southern Mesic Mixed Broadleaf Forest",4403,"Southern Atlantic Coastal Plain Mesic Hardwood Forest","22094.92768384200","34.52332450625150",".108300"
"34","New Jersey",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M008","Southern Mesic Mixed Broadleaf Forest",4403,"Southern Atlantic Coastal Plain Mesic Hardwood Forest",".44478968664",".00069498388538",".000000"
"13","Georgia",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M008","Southern Mesic Mixed Broadleaf Forest",4403,"Southern Atlantic Coastal Plain Mesic Hardwood Forest","66551.65686351000","103.98696384998250",".175200"
"01","Alabama",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M008","Southern Mesic Mixed Broadleaf Forest",4403,"Southern Atlantic Coastal Plain Mesic Hardwood Forest","111289.49312513448","173.88983300927366",".331800"
"28","Mississippi",1,"Forest & Woodland","1.B.1","Warm Temperate Forest & Woodland","M008","Southern Mesic Mixed Broadleaf Forest",4403,"Southern Atlantic Coastal Plain Mesic Hardwood Forest","13857.20029242588","21.65187545707121",".044700"
